_normalized_mun_slug,_normalized_mun_cod_ibge,vlr_investimento_sum,vlr_desembolsado_sum,vlr_investimento_por_populacao,vlr_desembolsado_por_populacao,populacao
acucena-mg,3100500,3584305.92,1892889.29,313.7248070021882,165.67958774617068,11425
mangueirinha-pr,4114401,5561342.73,4877265.38,313.6154474708172,275.0389319348108,17733
careiro-da-varzea-am,1301159,5211911.51,4828565.5,313.4795807770961,290.42256104895944,16626
macambara-rs,4311718,1390940.58,777504,313.27490540540543,175.1135135135135,4440
montividiu-do-norte-go,5213772,1472150.74,1306617.42,313.09033177371333,277.8854572522331,4702
campo-grande-do-piaui-pi,2202133,1350962.38,371850,313.0851402085747,86.17612977983778,4315
cotegipe-ba,2909406,4422153,3034511.39,313.0284561478021,214.80225030084236,14127
mari-pb,2509107,6459353.050000001,4737962.59,312.9076708811704,229.5190907329361,20643
montes-claros-de-goias-go,5213707,2523908.45,1131545.24,312.7519764560099,140.21626270136306,8070
conceicao-do-lago-acu-ma,2103554,4398066.8,3058726.66,312.7402972338761,217.5017179833606,14063
aquidaba-se,2800209,6178642.27,4101049.01,312.65268039672094,207.52196184596698,19762
colmeia-to,1716703,2874980.37,1454375.47,312.2602769631802,157.96410014119692,9207
planalto-pr,4119806,4373472.600000001,3588010.4,312.2347826086957,256.1583779538802,14007
ibitiara-ba,2913002,5200022.92,2593027.14,312.0325784578458,155.59718811881189,16665
guaranta-sp,3518107,2083578.07,1764673.7,311.9128847305389,264.17270958083833,6680
jaiba-mg,3135050,10676394.980000002,6698564.62,311.8743604124676,195.67565273274326,34233
chui-rs,4305439,2059557.97,1268256.22,311.81801211203634,192.01456775170325,6605
tres-arroios-rs,4321634,962651.9299999999,794600,311.7396146373057,257.31865284974094,3088
aurora-ce,2301703,8022463.62,4136706.39,311.7214648741063,160.73618239042588,25736
dom-inocencio-pi,2203453,3364975.12,1784048.1,311.71608337193146,165.26615099583142,10795
colider-mt,5103205,9893583.040000001,9257555.63,311.6678125,291.6316667716734,31744
brasileira-pi,2201960,2537229.66,351825,311.2401447497547,43.158120706575076,8152
poloni-sp,3539905,1586754.9,1256059.6,311.12841176470585,246.2861960784314,5100
buri-sp,3508009,6243393.31,2699206,311.06538338896917,134.48288575556774,20071
bambui-mg,3105103,7096572.54,5837724.159999999,311.062178486894,255.88341194003678,22814
serra-talhada-pe,2613909,24707530.07,16011162.18,310.8491025866841,201.43880755875395,79484
assare-ce,2301604,6961092.11,5892546.3100000005,310.5966495627343,262.9192535248974,22412
davinopolis-ma,2103752,3640062.49,867050,310.5590384779456,73.97406364644655,11721
ibiraci-mg,3129707,3560619.63,637250,310.2666111885674,55.528929940745904,11476
caputira-mg,3112901,2970803.14,1286490,310.1370852907402,134.30316316943313,9579
santo-augusto-rs,4317806,4331531.75,1508462,310.10393399198165,107.99412943871707,13968
itupeva-sp,3524006,13909018.1,8145025.43,310.0608149981052,181.5694828239595,44859
santa-maria-das-barreiras-pa,1506583,5511779.97,4097440,310.03374789065134,230.4781190235122,17778
laje-ba,2918803,6957879.380000001,5580754.109999999,310.0106656567457,248.65238415612188,22444
resende-rj,3304201,40309722.14000001,26684260.080000002,309.99132648902224,205.20829069096783,130035
bom-jesus-do-araguaia-mt,5101852,1646434,350000,309.8295069627399,65.86375611592021,5314
buenopolis-mg,3109204,3310330.85,2485281.85,309.7530504351081,232.55187143258166,10687
buritirana-ma,2102358,4367352.63,3238207.21,309.7413212765957,229.66008581560283,14100
rio-novo-mg,3155405,2878172.16,1947715.52,309.48087741935484,209.43177634408602,9300
santa-rosa-do-piaui-pi,2209377,1644203.01,942750,309.4096744448626,177.40873165223937,5314
sao-jose-do-barreiro-sp,3549607,1389126.3,98200,309.3822494432071,21.870824053452115,4490
laranjal-mg,3138005,2005596.7,929057.14,308.9811585271915,143.13004775843476,6491
lagoinha-sp,3526308,1518690.01,384806,308.86516371771404,78.26032133414684,4917
riachao-do-jacuipe-ba,2926301,10397965.319999998,7237182.239999998,308.8565710212083,214.9700659418998,33666
felicio-dos-santos-mg,3125408,1810971.97,944915.28,308.7761244671782,161.11087468030692,5865
iguaracy-pe,2606903,3826630.9499999997,2981291,308.6739493425829,240.48487537307412,12397
sao-mateus-do-maranhao-ma,2111508,12094044.729999999,10703310.999999998,308.44286483040037,272.97401173170107,39210
ubaira-ba,2932101,8556184.32,5138020.430000001,307.8871651673264,184.88738503058656,27790
potirendaba-sp,3540804,4796874.75,4039683.2800000003,307.74842817732724,259.1700314364535,15587
jaguaquara-ba,2917607,15988913.949999997,13600334.760000002,307.71581889915313,261.74624249422635,51960
pinhalzinho-sc,4212908,5210063.919999999,4320814.99,307.68699698812964,255.17126262328,16933
guaira-pr,4108809,9494372.469999999,6679955.31,307.64954052039786,216.45297657237288,30861
nova-resende-mg,3145109,4763869.4399999995,1919000.28,307.58454545454543,123.90239411157025,15488
presidente-kubitschek-mg,3153301,945634.9900000001,592664.28,307.5235739837399,192.73635121951222,3075
sao-sebastiao-do-maranhao-mg,3164506,3720608.2800000003,2654758.73,307.5137019588396,219.41968179188362,12099
heliopolis-ba,2911857,4308645.18,2597654,307.3213395149786,185.28202567760343,14020
petrolina-de-goias-go,5216809,3159736.1799999997,1782332.8,307.27766021589025,173.32809491393562,10283
itapetininga-sp,3522307,50356896.26000003,41351614.349999994,307.239713363555,252.29629074868362,163901
macajuba-ba,2919603,3714001.26,1776115.79,307.01837315036784,146.82283128048277,12097
capao-bonito-sp,3510203,14412965.67,9476971.15,307.0115807523538,201.86961934989137,46946
itapetim-pe,2607703,4447708.550000001,2700450,306.9290283624319,186.35359878545304,14491
planalto-ba,2925006,7497532.2,3164650,306.2592296066337,129.26963767819942,24481
marilandia-es,3203353,3398147.56,2014694.9,305.9464805978212,181.3896551724138,11107
orleans-sc,4211702,6779325.739999999,3881228.2800000003,305.8848414023372,175.12197265713127,22163
irani-sc,4207809,2955481.7199999997,1453293.3400000003,305.82385347682117,150.3821750827815,9664
nossa-senhora-de-lourdes-se,2804706,2148005.89,1354276.01,305.80949458997725,192.80694903189067,7024
catarina-ce,2303600,5731105.039999999,3192003.83,305.7404662576687,170.2856137636703,18745
juarez-tavora-pb,2507606,2138191.1399999997,1417985.71,305.67421586847746,202.71418298784846,6995
sao-jose-da-boa-vista-pr,4125407,2076734.37,1817500,305.6718236679423,267.51545481307033,6794
pedra-preta-mt,5106372,4779847.37,3329848.63,305.6559259496099,212.93315193758792,15638
canas-sp,3509957,1339682.73,872427.43,305.51487571265676,198.95722462941848,4385
ubirata-pr,4128005,7020891.36,4405327.14,305.3225205479452,191.57760991519893,22995
itaguacu-es,3202702,4674225.0200000005,2685059.52,305.3053572828217,175.3794591770085,15310
barreira-ce,2301950,6034086.5,1958057.27,305.2297283625879,99.0468546714553,19769
francisco-morato-sp,3516309,48006676.21000001,8740484.579999998,305.20348017089026,55.56781937009675,157294
saldanha-marinho-rs,4316436,920651.9299999999,762607.14,304.95261013580654,252.6025637628354,3019
januario-cicco-rn,2405306,2629825.37,2171820,304.76594854560204,251.68849229342914,8629
iepe-sp,3519907,2394202.93,1570199.1400000001,304.7610654276986,199.87259928716907,7856
navegantes-sc,4211306,19431197.929999996,15842120.31,304.7361823285866,248.4492865880434,63764
sao-sebastiao-de-lagoa-de-roca-pb,2515104,3387753.8,1693363.33,304.68151812213324,152.29457055490602,11119
peabiru-pr,4118808,4073231.08,1928003.1400000001,304.63174631665544,144.19289058409993,13371
sao-miguel-das-matas-ba,2929404,3382707.85,2389555.66,304.6112426834759,215.17835749662316,11105
mirabela-mg,3142007,4035608.02,678900,304.52822366435254,51.23000301841231,13252
sao-lourenco-da-serra-sp,3549953,4442795.459999999,1803338.1400000001,304.1552310536044,123.45711918942973,14607
mairipora-sp,3528502,24613540.200000007,16730750.66,304.03602203666196,206.6647396116409,80956
pacatuba-ce,2309706,21980748.240000002,7436922.32,304.02561916485706,102.86341885779886,72299
serranopolis-de-minas-mg,3166956,1453841.2899999998,1150690,303.7061395445999,240.3781073741383,4787
piraju-sp,3538808,8928324.930000002,6322023.48,303.70518164500993,215.04944145860264,29398
silvania-go,5220603,5858621.65,1862493,303.66566371222723,96.53724148654952,19293
salinas-mg,3157005,11948191.719999999,8028558.18,303.5078039982726,203.9413259836919,39367
candelaria-rs,4304200,9410231.76,7944199.339999999,303.418835364674,256.1488147288321,31014
diorama-go,5207105,835835.71,443350,303.38864246823954,160.9255898366606,2755
dores-do-rio-preto-es,3202009,2020468.6,346400,303.28258781146803,51.99639747823476,6662
naque-mg,3144359,1940207.42,1546107.1400000001,303.25217567989995,241.65475773679276,6398
valinhos-sp,3556206,37590792.589999996,30900441.86,303.09289000516026,249.1488894085016,124024
porto-alegre-do-norte-mt,5106778,3024539.67,1467345,303.0904569596152,147.04329091091293,9979
itanhomi-mg,3133204,3725996.6599999997,3458654.5999999996,303.0743988937693,281.3286643891329,12294
curitibanos-sc,4204806,11822236.620000001,7984187.4399999995,302.7849051094891,204.48680855423228,39045
uberlandia-mg,3170206,188224986.72,119158953.38,302.39811760472077,191.4381497684118,622441
buriti-dos-montes-pi,2202026,2453645.29,1592631.94,302.2847468276457,196.20942959221387,8117
valente-ba,2933000,6789551.6899999995,5113375.470000001,301.9054511094312,227.37229178709595,22489
sertanopolis-pr,4126504,4838171.57,2168581.5,301.8763068571785,135.30801148062645,16027
mogi-mirim-sp,3530805,28319078.27,20163545.220000003,301.8447907695587,214.9173440630996,93820
luis-antonio-sp,3527603,3501892.5200000005,1846297.1400000001,301.8092320951478,159.12239420839438,11603
icara-sc,4207007,17978239.349999998,12129611.55,301.5673535628019,203.4623515499195,59616
silvianopolis-mg,3167400,1817160.55,1249807.1400000001,301.50332669653227,207.36803384768544,6027
buritizeiro-mg,3109402,8462279.16,4087827.27,301.4598396922091,145.62456877204232,28071
arcoverde-pe,2601201,20902619.06,14767893.67,301.42936130939506,212.96263133607326,69345
itapema-sc,4208302,11039230.059999999,3386675,301.37950967812384,92.45884408528761,36629
senador-jose-bento-mg,3165800,573827.66,72304.66,301.2218687664042,37.955202099737534,1905
sao-joao-batista-sc,4216305,8173208.679999998,5178031.359999999,301.2054055647687,190.82481518334254,27135
godofredo-viana-ma,2104305,3259076,1391885.3,301.12501154947796,128.60438880162616,10823
aroeiras-pb,2501302,5938885.91,755984.18,301.08420329531054,38.32619416983524,19725
minacu-go,5213087,10365656.58,2397148.29,301.02095484245683,69.61371540583708,34435
iconha-es,3202603,3792947.31,2533804.1,300.955908117115,201.0476949932556,12603
serrita-pe,2614006,5677245.13,4335360,300.87684191001114,229.76098362393344,18869
alto-jequitiba-mg,3153509,2771709.13,1369959.47,300.8149696114608,148.6823822444107,9214
ronda-alta-rs,4316105,3081993.4400000004,1761293.1400000001,300.77031716599987,171.8837845222992,10247
bela-vista-do-maranhao-ma,2101772,3709302.13,2294667.77,300.7135897851642,186.02900445885692,12335
medianeira-pr,4115804,12744798.799999999,9873893.29,300.4431588873173,232.76504691183402,42420
sao-felix-do-araguaia-mt,5107859,3244235.27,1245850,300.4199712936383,115.36716362626169,10799
sao-jose-das-palmeiras-pr,4125456,1183362.5699999998,1082990,300.1934474885844,274.73110096397767,3942
granito-pe,2606309,1978983.29,1369502.3900000001,300.1643091157288,207.7206719247687,6593
porto-estrela-mt,5106851,1336066.49,596400,300.1047821203953,133.96226415094338,4452
batalha-pi,2201507,7963151.459999999,4774266.74,300.0886139583961,179.9165940608984,26536
dois-corregos-sp,3514106,7812828.430000001,7124664.039999999,300.0318137480799,273.60460983102917,26040
arroio-do-tigre-rs,4301206,3830216.82,2017333.1400000001,299.8447487083138,157.92493658994835,12774
terenos-ms,5008008,5138481.43,3594639.29,299.68980695205875,209.64885629301295,17146
sao-joao-da-fronteira-pi,2209872,1549957.06,1235639.96,299.5664978739853,238.8171550057982,5174
cacimba-de-dentro-pb,2503506,5124504,3144440.7800000003,299.53846153846155,183.7994376899696,17108
oscar-bressane-sp,3534500,759966.97,738240.96,299.19959448818895,290.64604724409446,2540
buritis-mg,3109303,6796705.049999999,5052147.14,298.9270814091568,222.1993728284294,22737
guaramirim-sc,4206504,12517195.48,9138184.21,298.88955037130785,218.20445115690444,41879
coronel-domingos-soares-pr,4106456,2327257.7399999998,2178780,298.74938896020535,279.6893453145058,7790
campo-maior-pi,2202208,13761246.05,5485807.29,298.7159427368238,119.08064795519667,46068
sao-pedro-do-butia-rs,4319372,858155.17,837550,298.6965436825618,291.52453880960667,2873
pio-xii-ma,2108702,6634282.92,1759563.37,298.57258865886587,79.18827047704771,22220
santa-cruz-do-rio-pardo-sp,3546405,13836472.229999999,6798366.75,298.4185012724841,146.62396475865935,46366
patis-mg,3147956,1594708.52,1419085.04,298.29938645716425,265.44800598578377,5346
bonopolis-go,5203575,1018064.99,961936.02,298.2903574567829,281.8447172575447,3413
caapiranga-am,1300839,1539467.78,75000,298.2886611121876,14.53206742879287,5161
santo-antonio-do-pinhal-sp,3548203,2056465.71,617297.61,298.2113848607889,89.51531467517401,6896
alvorada-rs,4300604,64097558.849999994,7308475.25,298.1933671546803,34.0003407721688,214953
anicuns-go,5201306,6033868.4,3175540.04,298.13075744849056,156.90202282721478,20239
lajes-rn,2406700,3235443.6999999997,1940040.5,297.7858904739991,178.55872066267833,10865
andarai-ba,2901304,4057674.4299999997,2334805,297.63620846475465,171.26127778185287,13633
campina-do-simao-pr,4103958,1265726.51,877400,297.1886616576661,206.01080065743133,4259
salitre-ce,2311959,5005600.39,1150630,297.1564493915108,68.3069159988127,16845
sao-tomas-de-aquino-mg,3165107,2248659.11,1681253.4299999997,297.1272608350951,222.15293736786467,7568
irati-pr,4110706,17622433.22,11544177.48,296.9789383036451,194.54620873287382,59339
ouro-fino-mg,3146008,9862032.530000001,6739936.53,296.9239636900103,202.9245658457277,33214
montanhas-rn,2407708,4057368.07,2627680.89,296.89507317430116,192.27871286404215,13666
presidente-tancredo-neves-ba,2925758,7787648.05,4833507.41,296.8079903193841,184.21782948395457,26238
jaboticaba-rs,4310850,1313305.74,1016057.14,296.79225762711866,229.6174327683616,4425
boa-viagem-ce,2302404,15565321.52,5216975.97,296.4936096613204,99.37475656215474,52498
pirapemas-ma,2108801,4588434.109999999,3035650.8,296.4679272468824,196.1394843962008,15477
manicore-am,1302702,9899580.32,99000,296.1995188797798,2.9621207587816407,33422
iuiu-ba,2917334,3580313.4699999997,3364878.56,296.06495245183163,278.2501083271314,12093
sao-jeronimo-rs,4318408,6634191.779999999,5063364.14,295.9842857142857,225.90185330596947,22414
pompeia-sp,3540002,5969224.38,4883347.23,295.9750287584292,242.1334405989687,20168
iracemapolis-sp,3521408,6027089.11,2989029.12,295.851615452582,146.7224190064795,20372
japaraiba-mg,3135308,1143521.25,1021280,295.78925245732023,264.16968442834974,3866
fagundes-pb,2506103,3275947.49,2916127,295.7699070061394,263.28340556157457,11076
bicas-mg,3106903,4122506.53,1014725,295.6897525462631,72.78188208291493,13942
seritinga-mg,3166402,514650,0,295.6059735784032,0,1741
serra-branca-pb,2515500,3668332.94,1390100,295.5234786111335,111.98743253041167,12413
itanhandu-mg,3133105,4506820.29,2723707.14,295.4710738871042,178.5686186324002,15253
betania-do-piaui-pi,2201739,2928341.5,1652319.32,295.374369578374,166.665253177325,9914
envira-am,1301506,4059935,39000,295.3539211406955,2.837189000436491,13746
galia-sp,3516606,2188829.43,2107593.14,295.18940391099125,284.23373432231966,7415
paulistana-pi,2207801,6070271.78,914466.35,294.9167652917456,44.42823446533547,20583
ibiai-mg,3129608,2324679.2199999997,1477207.7,294.8603779807204,187.36779553526128,7884
jitauna-ba,2918308,4964723.77,4548415.98,294.8348340162717,270.1120007126314,16839
pouso-alegre-mg,3152501,44440717.28,14341036.56,294.8228854229552,95.1394585271035,150737
maiquinique-ba,2920007,2585417.93,1479300,294.39967319517194,168.4468230471419,8782
tururu-ce,2313559,4369154.87,2746319.7,294.25881398168104,184.96226427801724,14848
acari-rn,2400109,3331711.16,2606601.79,294.2168103143766,230.18383874955848,11324
sao-miguel-do-iguacu-pr,4125704,8033383.240000001,6361832.87,294.18768960339844,232.97443402790495,27307
vera-cruz-sp,3556602,3270373.9299999997,1835076.2800000003,294.177739498066,165.06937842943242,11117
pendencias-rn,2409902,3790291.91,2757537.6300000004,293.9806026526022,213.878665167145,12893
jacaraci-ba,2917409,4361016.84,3656625,293.9284788029925,246.45312394688952,14837
sao-tiago-mg,3165008,3141739.96,2794657.25,293.8677354784398,261.40279206809464,10691
ivaipora-pr,4111506,9456084.88,6487742.76,293.7310868822415,201.52650451961605,32193
lagarto-se,2803500,27142188.740000002,18955852.27,293.51156800830506,204.98575026493933,92474
novais-sp,3533254,1074542.07,807037.14,293.51053537284895,220.4417208413002,3661
lins-sp,3527108,22892456.150000002,11256201.470000003,293.4441202107341,144.2862275518183,78013
julio-borges-pi,2205524,1571475,475000,293.4045929798357,88.6855862584018,5356
formosa-do-oeste-pr,4108205,2224023.58,1550277,293.3681018335312,204.49505342303127,7581
planaltina-do-parana-pr,4119707,1137634.88,285352.64,293.2804537251869,73.56345449858212,3879
campos-novos-sc,4203600,9762847.39,6860289.419999999,293.06419085642244,205.93430252453993,33313
sao-simao-go,5220405,4422398.24,1963363.5,293.048720429395,130.10161685772977,15091
nova-esperanca-pr,4116901,7808142.8100000005,6750244.64,292.6261218753514,252.97922422516208,26683
santa-maria-da-serra-sp,3547007,1732321.5100000002,988222.4400000001,292.6218766891892,166.9294662162162,5920
jaguaribe-ce,2306900,10833515.450000001,6934139.930000001,292.54470322963925,187.247243735148,37032
augusto-pestana-rs,4301503,2153205.06,1292082,292.5152914006249,175.53077027577774,7361
ibema-pr,4109757,1863460.5299999998,1580853.04,292.353393473486,248.015851898337,6374
icaraima-pr,4109906,2819402.13,2477396.56,292.3477944836167,256.88475321443383,9644
serra-do-salitre-mg,3166808,3114155.85,2305570.73,292.2169325326077,216.34331706859342,10657
campos-do-jordao-sp,3509700,14231524.45,9471332.479999999,292.1624366159594,194.4392946151793,48711
terra-nova-do-norte-mt,5108055,4563928.03,2199452.02,292.1474862373576,140.79196133657663,15622
brumadinho-mg,3109006,10897141.49,9277468.530000001,292.0389529399153,248.63237739186368,37314
carmo-de-minas-mg,3114105,4204014.37,2902150,292.00627700215324,201.58019031742725,14397
viamao-rs,4323002,75284961.52999999,20371424.38,291.97872174648234,79.00678076666512,257844
guaraciaba-sc,4206405,3177414.0400000005,2414625.23,291.96122760268315,221.8712882477258,10883
horizontina-rs,4309605,5585162.27,2620800,291.9430385238618,136.99231613611417,19131
chale-mg,3116001,1682167.2,766100,291.9415480735856,132.9573064908018,5762
conceicao-do-araguaia-pa,1502707,13693577.579999998,2551100.48,291.8743622644726,54.37591610537983,46916
mafra-sc,4210100,15962785.250000002,10913022.080000002,291.78155388608616,199.47762813482493,54708
brasilia-de-minas-mg,3108602,9455684.91,7992209.82,291.50024384980577,246.3841735002158,32438
conceicao-de-macabu-rj,3301405,5789661.24,3318954.1799999997,291.30371018867925,166.99140528301885,19875
barra-bonita-sp,3505302,11334950.89,7409409.68,291.22969322473733,190.37048585596463,38921
maringa-pr,4115200,103963195.44000001,76758932.41,291.15063540916947,214.9646502295023,357077
panorama-sp,3535408,4253339.52,3329062.02,291.045539893253,227.799508690297,14614
martins-soares-mg,3140530,1926296.7799999998,1509887,290.7617781132075,227.9074716981132,6625
sarapui-sp,3551108,2554894.2,1401021.42,290.75841584158417,159.44251963127346,8787
monteiropolis-al,2705408,2341332.22,1163363.03,290.7403725319757,144.46330932571712,8053
pecanha-mg,3148608,5153226.079999999,3358939.54,290.6992768093868,189.48155581880746,17727
taiuva-sp,3553203,1660333.76,1298050,290.31889491169784,226.97149851372617,5719
senador-pompeu-ce,2312700,7986826.49,1909090.97,290.30337634486773,69.39121001744694,27512
aiuaba-ce,2300408,4767049.2,2340877.44,290.266650429276,142.53653047555258,16423
senador-salgado-filho-rs,4320321,816006.49,566907.14,289.98098436389483,201.45953802416489,2814
pirangi-sp,3539004,3133724.82,2569347.14,289.9717608957157,237.74841676691034,10807
erico-cardoso-ba,2900504,3148623.81,2107900,289.95522700064464,194.11548024679988,10859
camaragibe-pe,2603454,43593331.20999999,13866261.26,289.93795449406065,92.22409287415034,150354
altamira-do-maranhao-ma,2100402,2205419.8,1715920.5,289.91978440909685,225.57125016432232,7607
sapezal-mt,5107875,5245299.96,2832650,289.8916745882613,156.55189565601856,18094
varzea-nova-ba,2933158,4161080.1700000004,3361021.99,289.82936337675005,234.1033635160549,14357
bom-jesus-do-norte-es,3201100,2941885.0399999996,268530,289.58411654690417,26.432719755881486,10159
sao-joao-pr,4124806,3239004.98,2826619,289.5329382318763,252.66997407705372,11187
sao-jorge-d-oeste-pr,4125209,2661591.0700000003,1914101.5,289.4606927678086,208.16764545948885,9195
pauliceia-sp,3536406,1778441.4600000002,1667315,289.2715452179571,271.1963240078074,6148
jabora-sc,4208609,1199572.15,418600,289.1231983610508,100.89178115208485,4149
gaucha-do-norte-mt,5103858,1788911.47,643100,288.76698466505246,103.80952380952381,6195
nossa-senhora-aparecida-se,2804458,2371899.21,1569857.1400000001,288.7278405356056,191.09642604990873,8215
uirauna-pb,2516904,4315511.5600000005,2493395.39,288.4121873955758,166.63739824901424,14963
tamboril-do-piaui-pi,2210953,835209.89,732657.14,288.30165343458754,252.902015878495,2897
capao-do-leao-rs,4304663,7863327.42,2165089.47,288.21344500238246,79.35672286771984,27283
resende-costa-mg,3154200,3015489.9899999998,2327212.42,288.0399264495176,222.29557932944886,10469
alto-parana-pr,4100608,3719409.1799999997,1690198.59,287.523900742115,130.6585180890538,12936
vila-propicio-go,5222302,1516865.62,1030730,287.17637637258616,195.14009844755773,5282
afogados-da-ingazeira-pe,2600104,10202532.100000001,7170638.96,287.16877111011036,201.8306394956091,35528
janiopolis-pr,4112207,2248487.02,893747.5,287.1630932311622,114.14399744572158,7830
nova-olinda-ce,2309201,3724327.4400000004,3266103.12,287.06084784954527,251.7421859102821,12974
inaja-pe,2607000,4287475.37,350500.75,286.941197296212,23.45741868558426,14942
pato-bragado-pr,4118451,1419458.9100000001,591550,286.93327471194664,119.57752173034162,4947
sarandi-pr,4126256,25628224.469999995,22516615.82,286.70766176668,251.89752338121448,89388
japaratinga-al,2703601,2137894.16,1117784.01,286.4657858769932,149.77676671579795,7463
farroupilha-rs,4307906,19320119.529999997,14480728.280000001,286.3724824723931,214.64060297932264,67465
ielmo-marinho-rn,2404606,3441602.69,1413805.1199999999,286.37066816442,117.64063238475619,12018
sao-joaquim-do-monte-pe,2613305,6263213.32,5002709.98,286.3575950987564,228.7266816020483,21872
nao-me-toque-rs,4312658,4803008.0200000005,2510686,286.1488245457254,149.57914804885314,16785
carnaubal-ce,2303402,4794300.28,4439684.89,286.14146702476876,264.97671680095493,16755
colorado-pr,4105904,6393697.82,4687086,286.1355032445737,209.75994629671067,22345
capitao-eneas-mg,3112703,4242100.910000001,1647937.57,286.048611598112,111.12188604180716,14830
cutias-ap,1600212,1079500,200000,286.036036036036,52.994170641229466,3774
peixoto-de-azevedo-mt,5106422,8671447.55,4177565,285.5925814313474,137.58735961532128,30363
guiratinga-mt,5104203,3963674.4699999997,2883820.25,285.5056162212778,207.72313260822588,13883
leopoldo-de-bulhoes-go,5212303,2545073.76,1532282.33,285.4501749663526,171.85759645580978,8916
lobato-pr,4113601,1256106.78,611480,285.41394683026584,138.94114973869574,4401
pedralva-mg,3149101,3239228.23,2331727.71,285.3694150295128,205.4204660382345,11351
souto-soares-ba,2930808,5535655.510000001,4159146.85,285.2401458236719,214.31168392847943,19407
uniao-do-sul-mt,5108303,1328298.28,1271500,284.920265980266,272.73702273702276,4662
boa-nova-ba,2903706,4560333.220000001,1885447.13,284.8961841694259,117.78891297557318,16007
frederico-westphalen-rs,4308508,8612135.67,6777098.47,284.68928861855807,224.0289071435655,30251
sao-joaquim-da-barra-sp,3549409,13344593.28,11069671,284.59358669225844,236.07743655363618,46890
salto-sp,3545209,30891863.179999996,17011298.46,284.58124382784285,156.71105516250276,108552
catuipe-rs,4305009,2771873.3200000003,2251064.2800000003,284.49895514728524,231.04426562660373,9743
brumado-ba,2904605,18388061.919999998,7167463.3,284.45997834225426,110.8793555273661,64642
santa-rita-do-passa-quatro-sp,3547502,7838364.830000001,6283091.970000001,284.44187792575394,228.00348259970247,27557
governador-mangabeira-ba,2911600,5876605.220000001,2769108.29,284.33352138571706,133.98046690536094,20668
sao-mamede-pb,2514909,2276176.64,2026423.33,284.30884836372724,253.11308143892083,8006
paramirim-ba,2923605,7240769.05,5777583.12,284.2861817824892,226.83875618374557,25470
imbituba-sc,4207304,12872197.18,7888013.44,284.2423084396944,174.18216314092658,45286
marco-ce,2307809,7204673.42,2380141.08,284.21923626178545,93.894870803582,25349
aguia-branca-es,3200136,2703956.02,83850,284.028993697479,8.807773109243698,9520
itambaraca-pr,4111001,2023050.6300000001,1911535.95,283.73781626928474,268.0976086956522,7130
sao-jose-do-jacuri-mg,3163508,2052256.8499999996,1588839.08,283.69599806469444,219.6349294995853,7234
duque-bacelar-ma,2103901,3061147.46,894863.73,283.4920781626227,82.87309964808297,10798
sao-francisco-do-guapore-ro,1101492,1995553.75,278370.08,283.41908109643515,39.53558869478768,7041
olimpia-sp,3533908,14334290.65,12082428.76,283.2751798347891,238.7737393778902,50602
jurema-pi,2205532,1242934.28,660214.28,283.25758432087514,150.45904284412035,4388
nilo-pecanha-ba,2922607,3757376.57,2026033.92,283.0628725327708,152.63175531113455,13274
jari-rs,4311130,1075767.9100000001,681106,283.02233885819527,179.19126545645884,3801
coruripe-al,2702306,15104338.02,8688813.690000001,283.0170702092975,162.8063799209279,53369
alcantaras-ce,2300507,2757989.71,2040045.67,282.9868366509337,209.3213287502565,9746
pirauba-mg,3151305,3092174.36,2183347.14,282.8811965968347,199.73901198426495,10931
rancharia-sp,3542206,8245826.919999997,5989625.74,282.7496114940163,205.3844165552241,29163
roseira-sp,3544301,2735808.4100000006,1314082.07,282.71245323964047,135.79436498914953,9677
mara-rosa-go,5212808,3224358.31,1991555.2,282.68966421181835,174.60592670524284,11406
licinio-de-almeida-ba,2919405,3731848.8099999996,2893783.33,282.6087701628171,219.14300113593336,13205
santo-antonio-do-descoberto-go,5219753,22306238.37,15686060.88,282.37531957718846,198.57030039875943,78995
juquia-sp,3526100,6422827.88,4160756.92,282.34692632319326,182.90649375769297,22748
juazeirinho-pb,2507705,4489003.16,656856,282.3450003144852,41.31429649663501,15899
pedras-grandes-sc,4212403,1418553.77,969175,282.1308214001591,192.75556881463802,5028
fartura-sp,3515400,4375665.0600000005,2225905.33,282.11895938104453,143.51420567375888,15510
alto-alegre-do-maranhao-ma,2100436,6798545.99,3767765.4,281.85174702541354,156.2027030388458,24121
francisco-santos-pi,2204204,2336683.12,1491600.63,281.76572048715786,179.86261063547568,8293
piquerobi-sp,3538303,1058122.27,950849.14,281.7151943556976,253.15472310969116,3756
sud-mennucci-sp,3552304,2107583.46,1220750,281.6495336095149,163.136442603234,7483
biritinga-ba,2903607,4177205.74,3138880.9499999997,281.55875842545163,211.57191628471284,14836
guaraci-pr,4109203,1478362.7,787700,281.5392687107218,150.00952199581033,5251
nossa-senhora-dos-remedios-pi,2206803,2328696.25,540699.59,281.3794405509908,65.33344490091831,8276
nova-bassano-rs,4312906,2601314.3200000003,1768956,281.25357552167804,191.25916315277328,9249
braga-rs,4302600,1137363.59,388100,281.17764894932014,95.94561186650185,4045
pedra-lavrada-pb,2511103,1913979,1312223.8900000001,281.05418502202645,192.69073274596184,6810
palestina-de-goias-go,5215652,931976.19,270476.19,280.96960807959,81.54241483268014,3317
uibai-ba,2932408,3869062.09,2916911.4299999997,280.7329915832245,211.64645407052674,13782
