_regional_saude_id,_regional_saude_nome,_quadrienio,vlr_investimento_sum,vlr_repasse_financiamento_sum,vlr_contrapartida_sum
43005,Região 05 - Bons Ventos,2018-2021,9415879.19,7855573.58,1560305.61
42015,Carbonífera,2014-2017,13899166.359999998,12628371.11,1270795.25
42016,Laguna,,57599627.620000005,48323151.3,9276476.32000001
43002,Região 02 - Entre Rios,2018-2021,21069614.19,17659874.92,3409739.2699999996
43003,Região 03 - Fronteira Oeste,2018-2021,28562035.39999999,23328727.489999995,5233307.910000001
42016,Laguna,2014-2017,15914909.639999997,15015094.07,899815.57
43001,Região 01 - Verdes Campos,2014-2017,39956478.93,36324229.66,3632249.2699999996
43001,Região 01 - Verdes Campos,,413180545.53,384627567.03999996,28552978.489999983
43002,Região 02 - Entre Rios,2014-2017,7066080.650000001,6306182.64,759898.01
43002,Região 02 - Entre Rios,,17614875.76,14804940.71,2809935.0500000003
43003,Região 03 - Fronteira Oeste,2014-2017,38648974.339999996,34621228.08,4027746.2600000002
43003,Região 03 - Fronteira Oeste,,44080828.510000005,38293506.37,5787322.140000003
43004,Região 04 - Belas Praias,2014-2017,10329374.309999999,9698862.4,630511.9099999999
43004,Região 04 - Belas Praias,,26769971.209999993,22465366.03,4304605.18
43004,Região 04 - Belas Praias,2018-2021,5644891.79,5048329.55,596562.24
43005,Região 05 - Bons Ventos,,30213796.87999999,27813734.07,2400062.810000001
43006,Região 06 - Vale do Paranhana e Costa Serr,2018-2021,19825614.470000006,18300692.51,1524921.96
43007,Região 07 - Vale dos Sinos,2018-2021,38382580.439999975,34141581.440000005,4240999
43005,Região 05 - Bons Ventos,2014-2017,5805533.18,5344929.140000001,460604.04
43006,Região 06 - Vale do Paranhana e Costa Serr,2014-2017,22195563.820000004,20277261.619999997,1918302.2
43006,Região 06 - Vale do Paranhana e Costa Serr,,22822381.239999995,19325484.28,3496896.959999999
43007,Região 07 - Vale dos Sinos,,108304046.25000006,96098859.59000003,12205186.659999998
43007,Região 07 - Vale dos Sinos,2014-2017,54186505.70999999,49612002.57999999,4574503.130000001
43008,Região 08 - Vale do Caí e Metropolitana,,59353294.360000014,51146997.23,8206297.129999999
43008,Região 08 - Vale do Caí e Metropolitana,2014-2017,311137846.7200001,294456736.14,16681110.580000004
43009,Região 09 - Carbonífera/Costa Doce,,48146953.21,41546171.230000004,6600781.979999999
43009,Região 09 - Carbonífera/Costa Doce,2018-2021,17011566.200000003,12915688.7,4095877.5
43010,Região 10 - Capital e Vale do Gravataí,,8143129330.160001,5794161766.680001,2348967563.48
43010,Região 10 - Capital e Vale do Gravataí,2018-2021,31159666.45,27125252.33,4034414.1199999996
43011,Região 11 - Sete Povos das Missões,2018-2021,24208001.940000005,21128821.73,3079180.21
43012,Região 12 - Portal das Missões,2018-2021,20019989.66999999,17327178.96,2692810.71
43014,Região 14 - Fronteira Noroeste,2018-2021,25353934.51,20276733.009999998,5077201.500000001
43015,Região 15 - Caminho das Águas,2018-2021,23568128.13,20023716.43,3544411.7
43019,Região 19 - Botucaraí,2018-2021,19481757.96,16941987.240000002,2539770.7200000007
43020,Região 20 - Rota da Produção,2018-2021,26188777.58,22867408.949999996,3321368.6300000013
43010,Região 10 - Capital e Vale do Gravataí,2014-2017,40302147.25,28912434.859999996,11389712.389999999
43011,Região 11 - Sete Povos das Missões,,50348199.83000001,43905660.260000005,6442539.57
43017,Região 17 - Planalto,2018-2021,14289894.9,11645700.1,2644194.8000000007
43018,Região 18 - Araucárias,2018-2021,26769430.23,23810491.370000005,2958938.8600000003
43011,Região 11 - Sete Povos das Missões,2014-2017,106601726.70000003,97974792.29999998,8626934.399999997
43012,Região 12 - Portal das Missões,,25723083.740000013,22641341.310000002,3081742.4299999997
43013,Região 13 - Diversidade,2018-2021,36181458.26,31734905.830000006,4446552.430000001
43012,Região 12 - Portal das Missões,2014-2017,23519414.449999996,21733259.14,1786155.3099999994
43013,Região 13 - Diversidade,2014-2017,17087947.99,15879112.73,1208835.2600000002
43013,Região 13 - Diversidade,,25248394.60999999,21830909.299999997,3417485.310000001
43014,Região 14 - Fronteira Noroeste,,80661302.32,71205031.76,9456270.559999997
43014,Região 14 - Fronteira Noroeste,2014-2017,17261420.389999997,15287814.79,1973605.5999999999
43015,Região 15 - Caminho das Águas,,55522689.05,49911131.69,5611557.360000005
43016,Região 16 - Alto Uruguai Gaúcho,2018-2021,24390754.379999995,19327566.639999997,5063187.740000001
43021,Região 21 - Sul,2018-2021,44887198.229999974,36126300.49,8760897.740000004
43015,Região 15 - Caminho das Águas,2014-2017,16463497.310000002,15032107.71,1431389.5999999996
43016,Região 16 - Alto Uruguai Gaúcho,,45752071.71999999,39063391.96,6688679.759999998
43016,Região 16 - Alto Uruguai Gaúcho,2014-2017,15984593.249999996,14439497.21,1545096.0399999998
43017,Região 17 - Planalto,,113334800.34999996,95376285.01,17958515.339999996
43017,Região 17 - Planalto,2014-2017,77693220.84,70936110.34,6757110.500000003
43018,Região 18 - Araucárias,,31530124.99,24780296.54,6749828.449999999
43023,Região 23 - Caxias e Hortênsias,2018-2021,22082641.9,20047397.93,2035243.9700000002
43018,Região 18 - Araucárias,2014-2017,23863021.500000004,21780878.59,2082142.9100000001
43019,Região 19 - Botucaraí,,38112188.43000001,34482550.43,3629638
43019,Região 19 - Botucaraí,2014-2017,9693068.259999998,9130396.469999999,562671.7899999999
43020,Região 20 - Rota da Produção,2014-2017,20636368.71,19067119.41,1569249.3000000005
43020,Região 20 - Rota da Produção,,46860109.08000001,42465183.370000005,4394925.710000001
43021,Região 21 - Sul,,76722660.27000001,62986631.06,13736029.209999999
43021,Região 21 - Sul,2014-2017,169048526.74000007,148414790.61999997,20633736.119999997
43022,Região 22 - Pampa,,65438456.68999998,45220333.47,20218123.22
43022,Região 22 - Pampa,2018-2021,15248681.259999998,9733832.79,5514848.470000001
43009,Região 09 - Carbonífera/Costa Doce,2014-2017,10794687.909999998,9370975.24,1423712.6700000002
43022,Região 22 - Pampa,2014-2017,3357563.41,2221384,1136179.4100000001
43023,Região 23 - Caxias e Hortênsias,,71211194.52000001,59477501.21,11733693.31
43023,Região 23 - Caxias e Hortênsias,2014-2017,71210544.71000001,60893304.64,10317240.069999998
43024,Região 24 - Campos de Cima da Serra,2014-2017,16386146.879999999,15454359.04,931787.84
43024,Região 24 - Campos de Cima da Serra,,11192456.080000002,8966592,2225864.08
43024,Região 24 - Campos de Cima da Serra,2018-2021,9308697.56,7954994.380000001,1353703.1799999997
43025,Região 25 - Vinhedos e Basalto,2014-2017,79513130.85999998,71115803.99000001,8397326.869999995
43025,Região 25 - Vinhedos e Basalto,,49443913.660000004,43464440.63,5979473.03
43025,Região 25 - Vinhedos e Basalto,2018-2021,29451533.23,23255782.479999997,6195750.750000001
43026,Região 26 - Uva Vale,,49614897.68999999,44856545.21000001,4758352.4799999995
43026,Região 26 - Uva Vale,2018-2021,34455613.79,26788901.020000003,7666712.769999999
43027,Região 27 - Jacuí Centro,2018-2021,17116497.849999994,15077477.369999997,2039020.4800000002
43028,Região 28 - Vinte e Oito,2018-2021,21534284.279999997,18798834.809999995,2735449.47
43030,Região 30 - Vale da Luz,2018-2021,27600585.210000005,23972416.990000002,3628168.22
50001,Campo Grande,2018-2021,288571987.78000003,258626638.24,29945349.539999995
51001,Alto Tapajós,2018-2021,6937028.95,6524528.079999999,412500.87
43026,Região 26 - Uva Vale,2014-2017,14379395.609999998,13245448.480000002,1133947.13
43027,Região 27 - Jacuí Centro,,49795499.96999997,45674713.239999995,4120786.729999999
50003,Dourados,2018-2021,159707085.9500001,137522597.88,22184488.07
50004,Três Lagoas,2018-2021,55952167.38000001,46283034.25,9669133.130000003
43027,Região 27 - Jacuí Centro,2014-2017,9267070.950000001,8855792.85,411278.1000000001
43028,Região 28 - Vinte e Oito,,49107354.12999999,42086925.71,7020428.420000003
43029,Região 29 - Vales e Montanhas,2018-2021,46432462.17,41223861.36000001,5208600.810000001
50002,Corumbá,2018-2021,7330944.119999999,6278313,1052631.12
51002,Baixada Cuiabana,2018-2021,24995003.19,23187714.57,1807288.62
43028,Região 28 - Vinte e Oito,2014-2017,35228874.989999995,31018367.38,4210507.61
43029,Região 29 - Vales e Montanhas,2014-2017,37009082.18000002,32673862.290000003,4335219.889999999
43029,Região 29 - Vales e Montanhas,,47684720.66000001,40633718.15,7051002.51
43030,Região 30 - Vale da Luz,2014-2017,28369004.040000003,25116245.810000002,3252758.23
43030,Região 30 - Vale da Luz,,37088672.43000001,31616506.02,5472166.41
50001,Campo Grande,,845999147.3500006,758962136.0799998,87037011.27000001
50001,Campo Grande,2014-2017,634200611.0100003,528626751.06,105573859.94999988
50002,Corumbá,,40134148.470000006,33366539.259999998,6767609.21
50002,Corumbá,2014-2017,3547325.3899999997,2532751.01,1014574.3799999999
50003,Dourados,,324292494.78999996,287550557.25,36741937.54000001
51003,Araguaia Xingu,2018-2021,12910334.499999998,11668343.74,1241990.7600000002
50003,Dourados,2014-2017,127920977.45000002,111057093.02000001,16863884.429999992
50004,Três Lagoas,,109725732.36999996,95456736.16000001,14268996.209999997
51004,Centro Norte,2018-2021,5891549.09,4712402.6899999995,1179146.4
50004,Três Lagoas,2014-2017,22085746.099999998,16991572.45,5094173.65
51001,Alto Tapajós,,30026395.759999994,27003784.93,3022610.83
51001,Alto Tapajós,2014-2017,4550004.010000001,3822027.8,727976.2100000001
51002,Baixada Cuiabana,,1895156954.8099997,1050278488.0699999,844878466.74
51002,Baixada Cuiabana,2014-2017,175450765.52999997,156378907.69000003,19071857.839999996
51003,Araguaia Xingu,,18309449.52,17295519,1013930.5199999999
51003,Araguaia Xingu,2014-2017,1400997.03,1377600,23397.03
51004,Centro Norte,,16372383.51,14972025.969999999,1400357.54
51004,Centro Norte,2014-2017,5156398.71,5032700,123698.70999999999
51005,Garças Araguaia,2014-2017,32619463.639999993,31000858.599999998,1618605.0399999998
51005,Garças Araguaia,,58287807.23,55806470.37,2481336.8600000003
51005,Garças Araguaia,2018-2021,2488391.86,2307532.19,180859.67
51006,Médio Araguaia,2018-2021,13437340.62,12663635.680000002,773704.94
51006,Médio Araguaia,,16021016.7,14696250,1324766.7
51014,Teles Pires,2018-2021,24031256.71,20804379.71,3226877
51015,Vale do Peixoto,2018-2021,14570807.67,12143358.47,2427449.1999999997
51006,Médio Araguaia,2014-2017,1155952.04,1133150,22802.04
51007,Médio Norte Matogrossense,,63661431.81999999,57475727.23,6185704.59
51007,Médio Norte Matogrossense,2018-2021,9215248.09,8735019.48,480228.61
51008,Noroeste Matogrossense,2018-2021,6920533.36,6259104.8100000005,661428.55
51011,Oeste Matogrossense,2018-2021,15120605.25,14164356.120000001,956249.1300000001
51012,Sudoeste Matogrossense,2018-2021,6881319.989999999,6453034,428285.99
51007,Médio Norte Matogrossense,2014-2017,8546675.6,7976032.16,570643.4400000001
51008,Noroeste Matogrossense,,18220484.6,16848102.5,1372382.0999999999
51008,Noroeste Matogrossense,2014-2017,4193010.2100000004,3358349.35,834660.8600000001
51009,Norte Araguaia Karajá,,3400984.8899999997,3082350,318634.89
51009,Norte Araguaia Karajá,2018-2021,575640.73,481104,94536.73
51013,Sul Matogrossense,2018-2021,110219385.27000003,93795474.16,16423911.109999998
51009,Norte Araguaia Karajá,2014-2017,1560647.65,1423057,137590.65
51010,Norte Matogrossense,,18892809.650000002,17528899.55,1363910.1
51010,Norte Matogrossense,2018-2021,1947044.3199999998,1804654.2000000002,142390.12
51010,Norte Matogrossense,2014-2017,3197230.58,2782725,414505.58
51011,Oeste Matogrossense,,104357381.94,89837877.19,14519504.75
51016,Vale dos Arinos,2018-2021,11709124.39,10929398.379999999,779726.0100000001
51011,Oeste Matogrossense,2014-2017,10990924.82,9586219.950000001,1404704.87
51012,Sudoeste Matogrossense,,36901443.550000004,33804213.15,3097230.4000000004
51012,Sudoeste Matogrossense,2014-2017,5222225.2700000005,4892398.77,329826.5
51013,Sul Matogrossense,,116472918.98000003,107472502.95000002,9000416.029999997
51013,Sul Matogrossense,2014-2017,78530491.1,64099000.27000001,14431490.83
51014,Teles Pires,2014-2017,54347564.019999996,48946989.13,5400574.8900000015
51014,Teles Pires,,39925025.94,35116910.94,4808115
51015,Vale do Peixoto,,30426921.889999993,27524771.33,2902150.56
52001,Central,2018-2021,170533814.12,166983083.59,3550730.5300000003
51015,Vale do Peixoto,2014-2017,5122176.93,4778447.02,343729.91
51016,Vale dos Arinos,,15280184.490000002,13551050,1729134.49
51016,Vale dos Arinos,2014-2017,847929.44,639350,208579.44
52001,Central,,742062484.0699998,710364905.8400002,31697578.23
52001,Central,2014-2017,450932307.29,385966073.71,64966233.580000006
52002,Centro Sul,2014-2017,135859361.57000002,128573848.33000001,7285513.239999998
52002,Centro Sul,,233961419.85999995,207296813.99999997,26664605.860000007
52002,Centro Sul,2018-2021,81753704.38000001,70614517.60999998,11139186.769999998
52003,Entorno Norte,,87353524.98,80462797.41,6890727.57
52003,Entorno Norte,2018-2021,23363818.78,17709780.91,5654037.869999999
52004,Entorno Sul,2018-2021,61085950.83999999,53207453.56,7878497.28
52005,Estrada de Ferro,2018-2021,17331163.11,15915914.64,1415248.4700000002
52006,Nordeste I,2018-2021,6991124.140000001,6456336.35,534787.79
52007,Nordeste II,2018-2021,14074106.149999999,12950720.579999998,1123385.5699999998
52003,Entorno Norte,2014-2017,11454203.4,10582753.280000001,871450.12
52004,Entorno Sul,2014-2017,61614050.35,58143824.99000001,3470225.3600000003
52004,Entorno Sul,,271301247.5400001,253695174.36000004,17606073.180000003
52005,Estrada de Ferro,,36924121.05,34510894.47,2413226.5799999996
52005,Estrada de Ferro,2014-2017,12916027.279999997,11835799.91,1080227.37
52006,Nordeste I,,4457344.91,4255743,201601.91
52011,Pirineus,2018-2021,113527820.56,85934487.5,27593333.059999995
52006,Nordeste I,2014-2017,2263268.09,1956034.32,307233.76999999996
52007,Nordeste II,,14742959.81,14246849.670000002,496110.1400000001
52010,Oeste II,2018-2021,18399291.08,16685965.979999999,1713325.1000000003
52007,Nordeste II,2014-2017,3145128.01,2902579.2199999997,242548.78999999998
52008,Norte,,19075521.840000004,17289839.43,1785682.4100000008
52008,Norte,2018-2021,16842097.48,16072063.530000001,770033.95
52013,São Patrício I,2018-2021,50058369.280000016,47802066.260000005,2256303.02
52016,Sudoeste II,2018-2021,26463335.310000002,24278779.3,2184556.0100000007
52008,Norte,2014-2017,5072666.9799999995,4387178.88,685488.1
52009,Oeste I,,20117770,18655066.69,1462703.3100000003
52009,Oeste I,2018-2021,19601803.439999998,19096503.61,505299.82999999996
52012,Rio Vermelho,2018-2021,30389870.710000005,29216278.51,1173592.2000000002
52014,Serra da Mesa,2018-2021,10846244.23,10379576.07,466668.16000000003
52009,Oeste I,2014-2017,5514658.680000001,5299754,214904.68000000002
52010,Oeste II,,18305269.020000003,17292113.060000002,1013155.96
52010,Oeste II,2014-2017,8845848.96,8110702.94,735146.02
52011,Pirineus,,78270358.99000001,73338064.61,4932294.379999999
52011,Pirineus,2014-2017,107589901.13999999,102096246,5493655.1400000015
52012,Rio Vermelho,,56796178.11,55356432.370000005,1439745.7399999995
52015,Sudoeste I,2018-2021,37065569.89,35043308.09,2022261.7999999998
52012,Rio Vermelho,2014-2017,16772148.15,15912392.73,859755.4199999999
52013,São Patrício I,,35147333.50000001,33167558.08,1979775.4200000002
52013,São Patrício I,2014-2017,14119680.809999997,13045193,1074487.81
52014,Serra da Mesa,,15937815.460000003,14967854.14,969961.3199999998
52014,Serra da Mesa,2014-2017,11354255.81,10147592.4,1206663.4100000001
52015,Sudoeste I,,52262750.56,47234009.88,5028740.68
52015,Sudoeste I,2014-2017,34596379.45,32180091.45,2416288
52016,Sudoeste II,,40489745.309999995,33542703.790000003,6947041.52
52016,Sudoeste II,2014-2017,28613310.580000006,25891963.599999998,2721346.98
52017,Sul,,25183519.65,21335348.15,3848171.500000001
52017,Sul,2018-2021,43095713.48000001,33585377.55,9510335.929999998
52018,São Patrício II,2018-2021,7383783.519999999,6368138.720000001,1015644.8
52017,Sul,2014-2017,13175801.940000001,11906867.14,1268934.8
52018,São Patrício II,,21348559.38,20282033.8,1066525.5799999998
,,2018-2021,5540453.33,4925190.77,615262.56
52018,São Patrício II,2014-2017,11792838.42,10881046.32,911792.1
53001,Distrito Federal,,2565260376.6,1976126310.01,589134066.59
53001,Distrito Federal,2018-2021,174042686.48,118650039.98000002,55392646.5
53001,Distrito Federal,2014-2017,1535795006.3599997,1259261847.1000001,276533159.25999993
,,,NaN,NaN,NaN
,,2014-2017,398044.9,390000,8044.9
